sample_ID	filtered_reads_in_sample	kingdom	phylum	tclass	order	family	genus	species	subspecies	read_count	RPKMF	avg_read_identity	assembly_list
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno midi virus	t__Torque teno midi virus	67	2.35459572868689	0.9609765675549846	acc:MN774987.1
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	1915	59.2516295388261	0.952963836640087	acc:MN768563.1
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	16927	517.4634601185527	0.942583556220353	set:AJ620222
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__unclassified_Anelloviridae	t__unclassified_Anelloviridae	10	0.4528308459914134	0.8953642384105958	set:KP343822
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	3387	2.2645940864849816	0.9941601527041374	GCF_002402265.1
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	545	0.4090105576644352	0.9954918281791041	GCF_000848125.1
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Alphapapillomavirus	s__Alphapapillomavirus 2	t__Human papillomavirus type 10	193	2.7999059005187728	0.9985335909771128	GCF_000864905.1
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 21	42	0.6202717311192835	0.9992116051718701	set:U31779
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 120	12	0.18866815759357586	0.9933774834437087	set:JQ963484
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 17	14	0.21658559100354186	0.9749290444654685	set:JN211195
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 15	t__Gammapapillomavirus 15	51	0.8056989091074119	0.9913060999691036	set:MF588724
25-000406-54A2-DPD01-08-01-FA03-01-47.p2113_noHost_removal	8704494	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 9	t__Gammapapillomavirus 9	22	0.34827478073811136	0.9831426851294404	set:MF588712
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin10	t__Torque teno virus 10	1013	7.140320722906652	0.9530247626742067	GCF_000887255.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	3476	32.017216641115986	0.9727539824840409	acc:MN769466.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	40	0.36792735115506825	0.8417479027782789	acc:MN770109.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Gammatorquevirus	s__Gammatorquevirus homidi11	t__unclassified_Gammatorquevirus homidi11	856	7.112870955041162	0.9463611758354082	GCF_002818705.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno midi virus	t__unclassified_Torque teno midi virus	1195	9.776907561552923	0.9407918665070981	acc:OP549859.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	1033	7.393073036386096	0.956424782935137	acc:MN768563.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	26552	187.75438466946926	0.9443973571801927	set:AJ620222
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__unclassified_Anelloviridae	t__unclassified_Anelloviridae	158	1.4453085590614867	0.8903815201915019	set:KP343830
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	163	0.02520901816846111	0.9940205313504855	GCF_002402265.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Simplexvirus	s__Simplexvirus humanalpha1	t__Human alphaherpesvirus 1	46	0.007961231683253057	0.9863230636337462	acc:ON783215.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Alphapapillomavirus	s__Alphapapillomavirus 2	t__Human papillomavirus type 10	12	0.04026804334462655	0.9983443708609272	GCF_000864905.1
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 36	4	0.01374020317330652	0.9867549668874173	set:JF304769
25-000406-54A2-DPD02-08-01-FA03-01-48.p2113_noHost_removal	37631400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 1	t__Human papillomavirus 4	1432	5.175211179931229	0.9976993613524269	GCF_000864845.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin15	t__Torque teno virus 15	96	0.8211404846906305	0.9500957037685924	GCF_000889875.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	30	0.33695740724621526	0.9295035015604782	acc:MN770989.1,acc:MN770544.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	206	1.910009964747819	0.9693209334237717	set:KP343839,set:KP343838
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	217	1.8834740263503191	0.9094014549684316	acc:MT783405.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__unclassified_Anelloviridae	t__unclassified_Anelloviridae	21	0.21267366550540406	0.8798916315472607	acc:MN765195.1,set:MK820646
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	2235325	421.4061938542183	0.9922300775179335	GCF_002402265.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	1270	0.2537609175818367	0.9910019975389167	GCF_000846365.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	290299	61.42831788303995	0.9975180359685499	GCF_000848125.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Alphapapillomavirus	s__Alphapapillomavirus 3	t__human papillomavirus 87	39708	160.7589939127451	0.9963564158466012	acc:LR861968.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus	t__unclassified_Human papillomavirus	2	0.008767703724916026	0.9271523178807947	set:MH777158
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Cossaviricota	c__Quintoviricetes	o__Piccovirales	f__Parvoviridae	g__Blattambidensovirus	s__Blattambidensovirus incertum1	t__unclassified_Blattambidensovirus incertum1	10	0.06270282890379841	0.939394234514998	GCF_001777225.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	1109	6.668468551248897	0.9974367499226231	GCF_000874865.1
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Gammaretrovirus	s__Gammaretrovirus porConc	t__unclassified_Gammaretrovirus porConc	696	2.7929915587889957	0.9406915697118664	set:AF356697
25-000496-54A2-SAD01-01-01-EC01-03-04.p2113_noHost_removal	30871552	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes	o__Tolivirales	f__Tombusviridae	g__Luteovirus	s__Luteovirus pavhordei	t__Luteovirus pavhordei	10	0.057018625966735195	0.9966887417218544	acc:OR771727.1
26-000784-54A1-UBD01-00-01-DB01-02-75.p2113_noHost_removal	364520	k__Viruses	p__Preplasmiviricota	c__Tectiliviricetes	o__Rowavirales	f__Adenoviridae	g__Mastadenovirus	s__Human mastadenovirus C	t__Human adenovirus 2	4	0.30044998484365026	0.966686056917845	set:MT277585
26-000784-54A1-UBD01-00-01-DB01-02-75.p2113_noHost_removal	364520	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Simplexvirus	s__Simplexvirus humanalpha1	t__Human alphaherpesvirus 1	27688	498.99110155555564	0.9915437852556555	GCF_000859985.2
26-000784-54A1-UBD01-00-01-DB01-02-75.p2113_noHost_removal	364520	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 21	426	150.23269775309862	0.9992382551378908	set:U31779
26-000784-54A1-UBD01-00-01-DB01-02-75.p2113_noHost_removal	364520	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	2094	1066.371035073096	0.9901546128561344	GCF_000874865.1
25-000501-54A2-DPD02-08-01-FA03-01-72.p2113_noHost_removal	251240	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	59	60.50894545789293	0.9697898988612897	set:FR751497
25-000501-54A2-DPD02-08-01-FA03-01-72.p2113_noHost_removal	251240	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	1313	34.139526064126684	0.9953947619749672	GCF_000848125.1
25-000501-54A2-DPD02-08-01-FA03-01-72.p2113_noHost_removal	251240	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 3	t__human papillomavirus 76	4	2.1090252593526357	0.9867549668874173	set:Y15174
25-000501-54A2-DPD02-08-01-FA03-01-72.p2113_noHost_removal	251240	k__Viruses	p__Duplornaviricota	c__Resentoviricetes	o__Reovirales	f__Sedoreoviridae	g__Rotavirus	s__Rotavirus alphagastroenteritidis	t__3	76	18.092081457787557	0.9747816765318018	set:1b2987b24d93718ff5e31f22fbc50a9333da61f5
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__unclassified_Alphatorquevirus	t__unclassified_Alphatorquevirus	6	0.05768078047229722	0.8741721854304636	GCF_002818245.1
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__TT virus sle1931	4768	37.3522734662421	0.9518692595898173	set:AM712003
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	906	7.361659794874381	0.9589480112684743	acc:MN768564.1,set:MK452766
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	3781043	648.1849717803248	0.9912910619962328	GCF_002402265.1
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	561	0.10794761374984058	0.9991125985778634	GCF_000848125.1
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Simplexvirus	s__Simplexvirus humanalpha1	t__Human alphaherpesvirus 1	199772	38.6567939606102	0.9920233186355294	GCF_000859985.2
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Betapapillomavirus 1	37	0.14435220133738172	0.9812695437938916	set:MF588677
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus 98	4	0.015781222552649226	0.9850993377483444	set:FM955837
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus type 8	8462	32.56515891447954	0.9927048036599871	set:M12737
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 20	3729	14.160129678311751	0.9977795133559686	set:U31778
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 24	18	0.07114891761961299	0.9996320824135394	set:U31782
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 36	95	0.3623785198108494	0.9935866155454862	set:U31785
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 3	t__human papillomavirus 75	6	0.023448840568809696	0.9646799116997794	set:Y15173
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 15	t__Human papillomavirus 179	10	0.040752147059379885	0.9841059602649007	GCF_000912535.1
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus	t__Human papillomavirus	11	0.041878269463579886	0.9897652016857315	set:MH777286
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus type 222	t__Human papillomavirus type 222	4	0.016195547433412935	0.990066225165563	set:MH172379
26-000648-54A2-SAD01-01-01-EC01-03-38.p2113_noHost_removal	33949342	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Gammaretrovirus	s__Gammaretrovirus porConc	t__unclassified_Gammaretrovirus porConc	298	1.08743610809798	0.9398448524495114	set:AF356697
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__Betatorquevirus homini1	t__unclassified_Betatorquevirus homini1	114	1.1080308315349967	0.9475127868783226	GCF_000887355.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__Betatorquevirus homini18	t__Torque teno mini virus 18	68	0.6734277551331237	0.9521171345413852	GCF_001661815.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	1456	14.281650982558153	0.9669520408712556	acc:MN770148.1,acc:MN771078.1,acc:MN769563.1,acc:MN770472.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	349	3.4097920840240468	0.9188507491388473	acc:MN771373.1,acc:MN770111.1,acc:MN769083.1,acc:MN769281.1,set:AB038626,acc:MN770129.1,acc:MN769332.1,acc:MN769186.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	9	0.08809301615128656	0.8982963371760282	acc:MN769204.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Gammatorquevirus	s__Gammatorquevirus homidi14	t__Torque teno midi virus 14	255	2.1962666742609516	0.9540351315097035	GCF_002818765.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__SEN virus	t__SEN virus	6457	46.67719596641203	0.9502735038068675	set:KM593802
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	402	2.995487890788025	0.9556448991516888	set:AB064596,GCF_000893775.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	2192	19.184845563430848	0.9239807182664803	set:KP343843,set:FJ426280,set:KP343830
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cirlivirales	f__Circoviridae	g__unclassified_Circoviridae	s__Human respiratory circovirus-like 1	t__Human respiratory circovirus-like 1	5937	53.981561299289375	0.9795964004081573	acc:MK674279.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	4260308	688.2795989684471	0.9902976787398922	GCF_002402265.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	320766	58.16678655435811	0.9967783971458076	GCF_000848125.1
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 12	20	0.07235524097630905	0.9710641069419428	set:X74466
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 100	12	0.045136728781399946	0.9862030905077264	set:FM955839
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 22	58	0.2185161666167937	0.9820735327700393	set:U31780
25-000544-54A2-SAD01-01-01-EC01-03-25.p2113_noHost_removal	36024238	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 9	50	0.18670357950336944	0.9932450331125828	GCF_000863685.1
25-000637-54A2-SAD01-01-01-EC01-03-31.p2113_noHost_removal	25866890	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin9	t__Torque teno virus 9	58	0.731804400005145	0.9755651975336841	GCF_002818245.1
25-000637-54A2-SAD01-01-01-EC01-03-31.p2113_noHost_removal	25866890	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	23	0.31419349139248554	0.9663723776578272	acc:MN770946.1
25-000637-54A2-SAD01-01-01-EC01-03-31.p2113_noHost_removal	25866890	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	12	0.16521136764041883	0.9403973509933775	acc:MN769719.1
25-000637-54A2-SAD01-01-01-EC01-03-31.p2113_noHost_removal	25866890	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	17	0.22764489798184484	0.8445656408258665	acc:MN770384.1
25-000637-54A2-SAD01-01-01-EC01-03-31.p2113_noHost_removal	25866890	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	10	0.10378378530968593	0.9525015710349496	GCF_000893775.1
